index,Unnamed: 0,id,text,exp_tag,amb_tag,extract_tag,tobacco_warning
664,664,swishersweets 730,The is proud to announce our 2018 Pack Night Tour headliners Give it up for Gucci Mane Fetty Wap Desiigner and Machine Gun Kelly Follow the link in our bio for the full tour details,False,False,#SwisherArtistProject ,False
665,665,swishersweets 724,Have you tried this exclusive blend Boozy Watermelon is available now but only at 7Eleven Get you some    ,False,False,#SwisherSweets  #Exclusive  #7Eleven  #BoozyWatermelon  #LimitedEdition  #Watermelon,False
666,666,swishersweets 718,Gunner we can’t Let You Go We teamed up with MachineGunKelly for not one but TWO Pack Night headlining performances this year Holler at ya boy in Philadelphia and Houston More info at apswishersweetscom or follow the link in our bio    ,False,False,#SwisherSweets  #SwisherArtistProject  #HipHop  #ComingSoon  #MGK  #MachineGunKelly  #EST4Life,False
667,667,swishersweets 687,Have you tried Coastal Cocktail Make sure you stock up while supplies last Just like all our Limited Edition blends it won’t be around forever     ,False,False,#CoastalCocktail  #SwisherSweets  #LimitedEdition   #SmokeBreak  #LightItUp  #Swishers  #Cigarstagram  #SmokeofTheDay,False
668,668,swishersweets 693,The is awarding four grants to musicians in partnership with each of our Pack Night headliners Get details and apply for the 1000 FettyWap1738 grant today at the link in our bio     ,False,False,#SwisherArtistProject  #SwisherSweets  #FettyWap  #EnterToWin  #MusicNews  #NewMusic  #ComeUp  #GrantProgram  #HipHop,False
669,669,swishersweets 23,Minding my own business at family functions like✌️,False,False,None,False
670,670,swishersweets 37,Big mood,False,False,None,False
671,671,swishersweets 122,Nothing says chill out like that first pull from a BLK Double tap if our tip cigarillo is your goto when you need to get away,False,False,None,False
672,672,swishersweets 644,With 3 in a pack there’s always enough to go around,False,False,None,False
673,673,swishersweets 650,Heads up emerging artists the next grant opportunity is here This time we’re upping the ante by partnering with LifeOfDesiigner to award 3000 to help one artist advance their music career Hit the link in our bio for details    ,False,False,#ArtistProject  #Desiigner  #SwisherSweetsArtistProject  #GrantProgram  #EnterToWin,False
674,674,swishersweets 136,Keep the beach vibes going with a pouch of our Swisher Sweets Original Red cigarillo With four fresh options we know well have one that matches your fit ,False,False,#4thofJuly  #SummerEdition  #SummerPromo  #SummerIsSweet,False
675,675,swishersweets 678,Trust us you DO NOT want to miss out on MachineGunKelly’s set at the Philly edition of  Cop your tickets at the link in our bio    ,False,False,#PackNight #MachineGunKelly  #TheGunner  #MGK  #SwisherSweets  #PhillyMusic  #PhillyNews  #SwisherArtistProject  #PackNightPhilly,False
676,676,swishersweets 485,Stay locked into our Instagram as we are honoring iamcardib as the Spark Award recipient tonight🎉🍾    ,False,False,#SparkParty2019  #SwisherArtistProject,False
677,677,swishersweets 491,We love a good lemon bar as much as the next guy but we love FOOLING you even more Tag your friends below who believed our last post 👇😂    ,False,False,#SwisherSweets  #Swishers  #Cigarstagram  #Cigarillos  #SpecialBlend  #SmokeBreak  #LightItUp  #AprilFools  #Jokes,False
678,678,swishersweets 446,On my way to Taco Tuesday like,False,False,None,False
679,679,swishersweets 320,It might be cold outside but we are in a palm tree state of mind,False,False,None,False
680,680,swishersweets 334,That postholiday Swisher just hits different,False,False,None,False
681,681,swishersweets 452,She knows what’s good 👀    ,False,False,#SmokeBreak  #LightItUp  #Swishers  #SwisherSweets  #Cigarstagram  #Cigarillos  #SinceDayOne  #SummerVibes  #Grape  #Classics,False
682,682,swishersweets 308,Flashback to the last two trailblazing Spark recipients We are announcing the 2020 recipient TOMORROW Stay locked in to find out all the details,False,False,#SparkAward ,False
683,683,swishersweets 309,Need a resolution How about share your cigarillos,False,False,None,False
684,684,swishersweets 335,Best tree ever Merry Christmas ,False,False,#SwisherFam,False
685,685,swishersweets 453,Friends don’t let friends sleep on their favorite blends tag below who youre telling bout Summer Twist    ,False,False,#SmokeBreak  #LightItUp  #Swishers  #SwisherSweets  #Cigarstagram  #Cigarillos  #SinceDayOne  #SummerVibes  #LimitedEdition  #LemonTwist,False
687,687,swishersweets 321,Who are you sharing your pouch with Let us know,False,False,None,False
689,689,swishersweets 484,The 👑 iamcardib is in the house    ,False,False,#SparkAward2019  #SwisherArtistProject,False
690,690,swishersweets 679,The Gunner takes the stage next weekend for Philly Pack Night Limited tickets are available at the link in our bio    ,False,False,#MachineGunKelly  #TheGunner  #MGK  #SwisherSweets  #PhillyMusic  #PhillyNews  #SwisherArtistProject  #PackNightPhilly,False
691,691,swishersweets 651,Don’t miss your chance to try Limited Edition Boozy Watermelon Soon this blend will be gone for good    ,False,False,#TearIntoTheWeekend  #BoozyWatermelon  #LimitedEdition  #LightItUp  #GetLit  #SmokeBreak  #Swishers  #SwisherSweets,False
692,692,swishersweets 137,Doubletap if youre about that MINI life ,False,False,#SSmini,False
694,694,swishersweets 645,Let’s get this party started,False,False,None,False
695,695,swishersweets 36,Double tap if grape is your favorite ,False,False,#SSClassicCigarillos,False
696,696,swishersweets 22,Best rillo pairings for boozy holiday drinks Drop em’👇,False,False,None,False
697,697,swishersweets 692,What’s your favorite MachineGunKelly track Tag someone who needs to hear it  live at on August 17th and get your tickets now at httpsapswishersweetscomphilly    ,False,False,#PackNightPhilly  #MachineGunKelly  #TheGunner  #MGK  #SwisherSweets  #PhillyMusic  #PhillyNews  #SwisherArtistProject,False
698,698,swishersweets 686,No lighter No problem     ,False,False,#Summertime  #SwisherSweets  #SmokeItUp  #LightItUp  #Exclusive  #Cigarstagram,False
699,699,swishersweets 719,Less than one month until the Tour kicks off in LA with LifeofDesiigner Check out the Highlight on our profile to learn more about him    ,False,False,#SwisherArtistProject  #SwisherSweets  #Swisher  #SwisherSweet  #Desiigner  #LifeofDesiigner  #LA  #LiveMusic  #HipHop,False
700,700,swishersweets 725,Prepare for Pandamonium LifeOfDesiigner headlines LA Pack Night on June 16th RSVP now using the link in our bio    ,False,False,#SwisherSweets  #SwisherArtistProject  #HipHop  #ComingSoon  #Desiigner  #LifeOfDesiigner,False
701,701,swishersweets 731,Meet the future of hip hop  We searched far and wide to discover the most promising new artists to represent the Class of 2018 Meet this year’s new talent in the video and stay tuned for an exciting announcement about this year’s headliners     dicesoho poncedeleioun labritney snapdogg chillmoody shawnsmithstory taylorjtakeover onlyoneiman dripsetfreaky kelechief qmoneyyyy thedontoliver rizzoorizzoo officialjsoulja charlesbryanlax,False,False,#SwisherArtistProject ,False
702,702,swishersweets 269,Introducing the  Make your voice heard with your vote for the next Swisher Sweets blend All you need to do is hit the link in the bio and vote for your favorite blend once per day Voting ends on 228 ,False,False,#BlendBattle #Lettheblendbattlebegin,False
703,703,swishersweets 241,Please hold Fresh kicks loading ,False,False,#SSGear,False
704,704,swishersweets 527,Steady stacking Green Get your Green Sweets now    ,False,False,#SwisherSweets  #GreenSweets  #SmokeBreak  #MiniCigarillos  #Swishers  #Cigarstagram  #cigarsofinstagram  #LightItUp  #SinceDayOne,False
705,705,swishersweets 533,Need a quick break MINI Green Sweets are here Click the link in our bio to find them     ,False,False,#SwisherSweets  #GreenSweets  #SmokeBreak  #MiniCigarillos  #Swishers  #Cigarstagram  #cigarsofinstagram  #LightItUp  #SinceDayOne,False
706,706,swishersweets 255,Its only right you save the sweetest of the Swisher Sweets for the weekend,False,False,None,False
707,707,swishersweets 282,Double tap to clink a glass with our girl justinavalentine,False,False,None,False
708,708,swishersweets 296,DJ Nano is kicking things off tonight Were heating up in here,False,False,None,False
709,709,swishersweets 292,We think we love him tylayaweh gave us all the feels last night,False,False,None,False
710,710,swishersweets 286,Who’s ready for our BRAND NEW merch to drop Comment below and we’ll DM you a discount code,False,False,None,False
711,711,swishersweets 279,Were not even mad that its cold outside rn because we get to rock this hoodie Go to the link in our bio to snag it,False,False,None,False
712,712,swishersweets 251,We like our Grapes in pouches,False,False,None,False
713,713,swishersweets 537,Time for a grape escape    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #RideOrDie  #Grape  #Cigarillos  #LightItUp,False
714,714,swishersweets 523,Come party all day and rage all night when the Artist Project invades Austin TX It’s going down at FairMarketATX on March 16th from 15pm and 8pm1am Link in Bio    ,False,False,#SwisherArtistProject   #SwisherSweets,False
715,715,swishersweets 245,Friday feels 🙌,False,False,None,False
716,716,swishersweets 709,Time for a Mini break    ,False,False,#SwisherSweets  #Swishers  #SmokeBreak  #MiniCigarillos  #LightItUp  #DiamondClassic  #Swisher,False
717,717,swishersweets 735,Government take all your green on  We got you    ,False,False,#TaxDay #SwisherSweets  #Swisher  #SwisherSweet  #TaxDay2018  #WeFeelYou  #GreenSweets  #GotYourBack,False
718,718,swishersweets 721,See no evil speak no evilonly  This exclusive blend has arrived but you can only cop Boozy Watermelon at 7eleven so GET THERE    ,False,False,#Swishers #SwisherSweets  #Exclusive  #7Eleven  #BoozyWatermelon  #LimitedEdition  #Watermelon,False
719,719,swishersweets 26,You better recognize ,False,False,#SSClassicCigarillos,False
720,720,swishersweets 32,And goodnight ,False,False,#SSBLK,False
721,721,swishersweets 682,Coastal Cocktail is making waves from coast to coast What’s your take on this Limited Edition blend of kiwi and peach    ,False,False,#SwisherSweets  #LimitedEdition  #CoastalCocktail  #CoastalVibes  #Summer  #Tropical  #Kiwi  #Peach,False
722,722,swishersweets 696,Tag someone you’d share your last Limited Edition Coastal Cocktail with    ,False,False,#CoastalCocktail  #SwisherSweets  #LimitedEdition   #SmokeBreak  #LightItUp  #Swishers  #Cigarstagram  #SmokeofTheDay,False
723,723,swishersweets 669,Holding isn’t a penalty in this jersey Get yours and save 20 off at swishergearcom with coupon code JERSEY20 Link in bio    ,False,False,#FootballSeason  #Jersey  #SwisherSweets  #FootballJersey  #Swishers  #Swag  #LinkInBio  #ShopNow  #FootballsBack,False
724,724,swishersweets 641,Flex this Fall with official Swisher merch Save 20 with coupon code SWISHER20 Link in bio,False,False,None,False
725,725,swishersweets 127,If you can see this youre on the list Level up that smoke sesh with the only cigarillo fit for the VIP section Whos crushing some Leaf Cognac tn,False,False,None,False
726,726,swishersweets 133,Tearing into a Thursday night like,False,False,None,False
727,727,swishersweets 655,This shield keeps the fakes away    ,False,False,#Cigarstagram  #Cigarillos  #Strawberry  #Swishers  #SinceDayOne  #Classic  #TheOriginal  #SmokeBreak,False
728,728,swishersweets 480,All eyes on Cardi at this year’s Spark Award Party    ,False,False,#SparkParty2019  #SwisherArtistProject,False
729,729,swishersweets 494,Anytime is a good time for a MINI break    ,False,False,#SwisherSweets  #StickySweets  #SmokeBreak  #MiniCigarillos  #LightItUp  #SinceDayOne  #SaturdayNight,False
730,730,swishersweets 319,When you only got one thing on ya mind,False,False,None,False
731,731,swishersweets 325,Thirsty Thursday isnt complete without a pair of Diamonds,False,False,None,False
732,732,swishersweets 443,Tag a friend who is still sleeping on Limited Edition Cherry Dynamite,False,False,None,False
734,734,swishersweets 331,Get you a gang who you can light up with,False,False,None,False
735,735,swishersweets 456,SUMMER👏 VIBES👏 ONLY 👏 Link in bio to stock up    ,False,False,#SmokeBreak  #LightItUp  #Swishers  #SwisherSweets  #Cigarstagram  #Cigarillos  #SinceDayOne  #SummerVibes  #LimitedEdition  #LemonTwist,False
736,736,swishersweets 330,Its the last night of the decade Party accordingly and party responsibly,False,False,None,False
737,737,swishersweets 324,Big mood right here,False,False,None,False
738,738,swishersweets 442,Summer is Tropical blend szn,False,False,None,False
739,739,swishersweets 318,Dont be stingy with those Swisher Sweets Get an extra pouch for the party,False,False,None,False
740,740,swishersweets 495,Call up the crew and get it goin Whos ready to     ,False,False,#TearIntoTheWeekend #SwisherSweets  #Swishers  #SmokeBreak  #SinceDayOne  #Cigarillos  #LightItUp  #TearIntoTheWeekend,False
741,741,swishersweets 481,The Spark Party was Major lit Wish you were there 👀    ,False,False,#SparkParty2019  #SwisherArtistProject  #SparkAward2019,False
742,742,swishersweets 132,Always keep a little something up your sleeve Like a fresh pouch of BLK Smooth,False,False,None,False
743,743,swishersweets 654,ANOTHA ONE Thank you to all the fans who showed out to make this the third sold out Pack Night in a row 🤟 loves you Atlanta    ,False,False,#SwisherArtistProject  #SwisherArtistProject  #SwisherSweets  #GucciMane  #GucciManeLaFlare  #ATL  #ATLiens  #ATLRappers  #ATLMusic  #ATLMusicScene,False
744,744,swishersweets 640,⏱ There’s only one week left to apply for the Desiigner X Swisher Sweets Grant Go to the link in our bio to apply,False,False,None,False
745,745,swishersweets 126,Sliiiiiide into the weekend in style Fresh swag available now at swishergearcom,False,False,None,False
746,746,swishersweets 668,We don’t have to tell you that MachineGunKelly killed at but we are still in awe over the talent and energy that ShawnSmithStory chillmoody and OnlyOneIman brought to the stage Go vote to send your favorite new artist to the NOLA Takeover at apswishersweetscomphilly ,False,False,#PackNightPhilly  #LinkInBio  #Philly  #SwisherArtistProject  #PackNightPhilly  #Classof2018  #HipHop  #PhillyRapNews  #MGK,False
747,747,swishersweets 697,Coastal Cocktail is now available at convenience stores from coast to coast Try our latest Limited Edition a refreshing blend of kiwi and peach    ,False,False,#CoastalCocktail  #SwisherSweets  #LimitedEdition   #SmokeBreak  #LightItUp  #Swishers  #Cigarstagram  #SmokeofTheDay,False
748,748,swishersweets 683,Time for a  What’s your favorite blend    ,False,False,#SwisherBreak #SwisherSweets  #Swishers  #SmokeBreak  #Cigarstagram  #LightItUp  #SmokeOfTheDay  #SundayFunDay,False
749,749,swishersweets 33,The standard since 1958 Who’s firing up a Swisher Sweets OG Red Cigarillo tn ,False,False,#SSClassicCigarillos,False
750,750,swishersweets 27,This is your chance to cop that Camo look fam Score the deal with 40 OFF  FREE SHIPPING on ALL of our merch ,False,False,#SSGEAR  #BlackFridaySale  #LinkInBio,False
751,751,swishersweets 720,One for me one for you Tag who youd give your last to below    ,False,False,#Swisher  #SwisherSweets  #Chocolate  #SmokeBreak  #Cigarillo  #LightItUp  #SmokeSesh,False
752,752,swishersweets 734,🚨Some friends of ours have a BIG announcement coming your way Check back on Friday to find out what it is,False,False,None,False
753,753,swishersweets 708,The 2018 Pack Night Tour kicks off tonight in LA Follow our story for LIVE updates throughout the night,False,False,None,False
754,754,swishersweets 522,Drop some 💨💨💨 below if youre having a solo sesh rn    ,False,False,#SwisherSweets  #SmokeBreak  #LightItUp  #Swishers  #SinceDayOne,False
755,755,swishersweets 244,Sliding into Strawberry szn,False,False,None,False
756,756,swishersweets 250,Its like art but you can light it up,False,False,None,False
757,757,swishersweets 536,You slid in our DM’s – over and over We read it and here’s our reply Sticky Sweets is here to stay Out now in Encore Edition 🎉 🎉    ,False,False,#SwisherSweets  #EncoreEdition  #SmokeBreak  #LightItUp  #Swishers  #StickySweets  #SinceDayOne,False
758,758,swishersweets 278,ATTN Charlotte musicians The Artist Project is bringing you a 10K grant to help further your music career in partnership with Dababy Hit the link in our bio to apply,False,False,None,False
759,759,swishersweets 287,Ay Ya Ya Ya we were feelin Yella Beezy’s performance at shaqsfunhouse ,False,False,None,False
760,760,swishersweets 293,Can we do it all again Last night was a dream Hit the highlight to see what we’re talking about,False,False,None,False
761,761,swishersweets 285,Can you think of a better duo Well wait,False,False,None,False
762,762,swishersweets 291,Latin Grammy winner 🏆 djnittigritti hittin the decks on the Swisher Sweets Artist Project stage at the legendary shaqsfunhouse,False,False,None,False
763,763,swishersweets 508,The Artist Project Austin Showcase is so major we had to split it in two Come see the day show at 1pm then roll through for the night show at 7pm RSVP in bio    ,False,False,#SwisherArtistProject  #SwisherSweets,False
764,764,swishersweets 246,SLIIIIIIIDE into this week like ✌️,False,False,#SSGear,False
765,765,swishersweets 520,Bye bye Monday    ,False,False,#SwisherSweets  #SmokeBreak  #MondayMotivation  #Swishers  #LightItUp  #SinceDayOne,False
766,766,swishersweets 534,It doesnt matter which team youre pulling for tonight were all on together Enjoy the big game party hard and dont forget the Swishers    ,False,False,#TeamSwisher  #Swishers  #SwisherSweets  #SinceDayOne  #BigGame  #Cigarillos  #SmokeBreak  #Tailgate  #WatchParty,False
767,767,swishersweets 252, someone who is GREEN with envy that youre lighting up rn  ,False,False,#SSblends  #GreenSweets  #ClassicBlends,False
768,768,swishersweets 722,When the whole squad about that     ,False,False,#SwisherLife #SwisherSweets  #SquadGoals  #Swishers  #SwisherClassic  #SmokeBreak  #SwisherDiamond,False
769,769,swishersweets 736,Maui Pineapple will get you lei’d 😉😉😉    ,False,False,#Maui  #Pineapple  #MauiPineapple  #LimitedEdition  #SummerVibes  #SwisherSweets  #SwisherSweet  #Swisher  #SmokeOfTheDay,False
770,770,swishersweets 31,This year we’re feeling extra thankful for the little things Like a little quiet time on the porch after a good meal  fam What are you feeling thankful for ,False,False,#LifeIsSweet #HappyThankgiving  #Thankful,False
771,771,swishersweets 25,All about those views Drop yours below ,False,False,#LifeIsSweet,False
772,772,swishersweets 695,Coastal Cocktail  kiwi   peach Try this oneofakind blend before it’s gone for good    ,False,False,#LimitedEdition  #CoastalCocktail  #SwisherSweets  #SmokeBreak  #LightItUp  #Swishers  #Cigarstagram  #SmokeofTheDay,False
773,773,swishersweets 681,Are you an amateur photographer looking to go pro Let the help you advance your career with our new Photography Grant Applications are being accepted now through August 17th so click the link in our bio for details and good luck    ,False,False,#SwisherArtistProject  #SwisherSweets  #PhotographersOfInstagram  #PhotographersOfIG  #ShutterBug  #Photography  #ShotOniphone  #iphoneography  #EnterToWin  #GrantProgram,False
774,774,swishersweets 19,Iced out on a budget💸 Iced out on a budget💸 ,False,False,#SSClassicCigarillos  #SSClassicCigarillos,False
775,775,swishersweets 118,The weekend doesn’t start until that first cigarillo gets lit  Who’s riding into Friday night with a Swisher Sweets Original Red   Bonus points if you’ve stocked up on all four Limited Edition pouches ,False,False,#SummerEdition  #SummerPromo  #SummerIsSweet,False
776,776,swishersweets 656,Celebrate Gucci Mane with on the days before he takes the stage We’ll be sharing exclusive content of Mr Zone 6 himself Tune into our story each day for a special BTS look into the mind of the master,False,False,#6DaysOfGucci  #PackNightAtlanta ,False
777,777,swishersweets 130,Summer is slipping away have you copped all four Swisher Sweets Original Red packages Summer is slipping away have you copped all four Swisher Sweets Original Red packages ,False,False,#SummerEdition  #SummerPromo  #SummerIsSweet  #SummerEdition  #SummerPromo  #SummerIsSweet,False
778,778,swishersweets 124,Which of the four Swisher Sweets Original Red packages are you riding with this week Shout it out below👇 ,False,False,#SummerPromo  #SummerIsSweet  #SummerEdition,False
779,779,swishersweets 642,FLASH SALE 20 off ALL merch with SWISHER20 ,False,False,#treatyoself,False
780,780,swishersweets 497,Womp womp womp womp the ATX Showcase might be over but we’re just getting started 🔥 Follow along to keep up with every epic event    ,False,False,#ATX  #swishersweets  #swisherartistproject,False
781,781,swishersweets 483,Out here on the come up Valee had big Spark energy at this year’s Spark Party 🔥    ,False,False,#SparkParty2019  #SwisherArtistProject  #SparkAward2019,False
782,782,swishersweets 468,Don’t get it twisted Summer is Limited Edition szn Double tap if you’re down with Summer Twist and stock up now it wont be here for long    ,False,False,#SmokeBreak  #LightItUp  #Swishers  #SwisherSweets  #Cigarstagram  #Cigarillos  #SinceDayOne  #SummerVibes  #LimitedEdition  #LemonTwist,False
783,783,swishersweets 332,Swisher Sweets but make it fashion,False,False,None,False
785,785,swishersweets 440,Things are going to get nauty today ⚓️ at the Summer Twist Yacht Party Tag a friend below who loves Summer Twist,False,False,None,False
786,786,swishersweets 326,You know we are shining bright like a DIAMOND,False,False,None,False
787,787,swishersweets 441,Put a twist on your summer with this Lemonted Edition,False,False,None,False
788,788,swishersweets 327,Its a classic for a reason,False,False,None,False
789,789,swishersweets 333,Cold like Arctic Ice What blend are you riding with this weekend,False,False,None,False
790,790,swishersweets 455,Only the essentials    ,False,False,#SmokeBreak  #LightItUp  #Swishers  #SwisherSweets  #Cigarstagram  #Cigarillos  #SinceDayOne  #SummerVibes  #LimitedEdition  #CherryDynamite,False
791,791,swishersweets 469,🎵I was born to flex diamonds on my neck 💎     ,False,False,#SwisherSweets  #Swishers  #Cigarstagram  #Cigarillos  #SmokeBreak  #LightItUp  #CigarsofInstagram,False
792,792,swishersweets 482,You can always count on Jason Lee to mix it up    ,False,False,#SparkAward2019  #SwisherArtistProject  #SparkParty2019,False
793,793,swishersweets 496,Dont sweat the small stuff Take a MINI break    ,False,False,#SwisherSweets  #Swishers  #GreenSweets  #MiniCigarillos  #SmokeBreak  #Cigarstagram  #LightItUp  #SinceDayOne,False
794,794,swishersweets 125,Its a beautiful day for a smooth BLK Settle in and slow down the weekend is almost here,False,False,None,False
795,795,swishersweets 643,When she says she doesn’t want a pack and then takes yours Who can relate,False,False,None,False
796,796,swishersweets 657,2 good not 2 share    ,False,False,#BananaSmash  #EncoreEdition  #SmokeBreak  #SummerVibes  #Swishers  #SwisherSweets  #BabesWhoSmoke  #LadiesWhoSmoke  #TearIntoTheWeekend,False
797,797,swishersweets 131,Leaf Cognac is for LEGENDS only Tag a friend whos game,False,False,None,False
798,798,swishersweets 119,3 in a pouch beats a friend left out Who are you sharing a Swisher Sweets MINI with this weekend 3 in a pouch beats a friend left out Who are you sharing a Swisher Sweets MINI with this weekend ,False,False,#SSMini  #SSMini,False
799,799,swishersweets 18,Hey Swisher Sweets fam look at some of the sweet work our parent company swishercompany is doing  They are working with uofnorthflorida to provide entrepreneurs in underserved communities the chance to apply for funds to help them grow their business Visit swishercom to learn more ,False,False,#LifeIsSweet,False
800,800,swishersweets 680,Double smash if Banana Smash is your goto blend    ,False,False,#BananaSmash  #EncoreEdition  #SwisherSweets  #Swishers  #Cigarstagram  #PassIt  #Banana  #Cigarillos,False
801,801,swishersweets 694,Less than one month until the Wild Boy MachineGunKelly takes the stage at the first ever Philly Pack Night on August 17th Tickets are going fast don’t sleep    ,False,False,#MachineGunKelly  #TheGunner  #MGK  #SwisherSweets  #PhillyMusic  #PhillyNews  #SwisherArtistProject,False
802,802,swishersweets 24,Buckets are back Cop it for 25 off  FREE shipping all December long at the ,False,False,#LinkInBio  #SSGear,False
803,803,swishersweets 30,You seen the new fit yet   Get that Limited Edition Camo look at a classic price with our Black Friday sale 40 off  FREE shipping Get on it at swishersweetscom,False,False,#SSGEAR  #BlackFridaySale   ,False
804,804,swishersweets 737,MAUI WOWIE    ,False,False,#Maui  #Pineapple  #MauiPineapple  #LimitedEdition  #SummerVibes  #SwisherSweets  #SwisherSweet  #Swisher  #SmokeOfTheDay,False
805,805,swishersweets 723,Love The Way fettywap1738 represents the  Watch him do his thing live at Detroit Pack Night on July 14th Hit the link in our bio for full event details and ticket info    ,False,False,#SwisherArtistProject #SwisherSweets  #SwisherArtistProject  #HipHop  #FettyWap,False
806,806,swishersweets 535,Getting ready for the big game like What blend are you stocking up on Sunday    ,False,False,#Saturdaze  #SwisherSweets  #Swishers  #SmokeBreak  #LightItUp  #SwisherArtistProject  #RideOrDie  #SinceDayOne  #BigGame,False
807,807,swishersweets 253,Now you see ‘em now you dont Aint that always the truth with our   ,False,False,#GreenSweets #SSblends  #ClassicBlends,False
808,808,swishersweets 247,Its still hoodie szn fam Roll up and roll out in this new fit ,False,False,#SSGear,False
809,809,swishersweets 521,That stickyickyicky Who’s smoking on Encore Edition Sticky Sweets    ,False,False,#SwisherSweets  #EncoreEdition  #SmokeBreak  #LightItUp  #Swishers  #StickySweets  #SinceDayOne,False
810,810,swishersweets 509,Taking it back to the last ATX Takeover Who was there    ,False,False,#SmokeBreak  #LightItUp  #Cigarillos  #SwisherSweets  #Swishers  #ATX  #AustinTX  #SinceDayOne,False
811,811,swishersweets 290,dababy brought some at shaqsfunhouse  Comment below if you know what we’re talking about,False,False,#BOP ,False
812,812,swishersweets 284,Drop your congrats in the comments for this years winner dababy ,False,False,None,False
813,813,backwoods_cigars 289,SURGEON GENERAL WARNING Cigars Are Not A Safe Alternative To Cigarettes  Even more from complexcon Always good seeing the come out ,False,False,#BackwoodsGang  #ComplexCon  #Backwoods  #AlwaysTrue,True
814,814,backwoods_cigars 504,Official merch is only available at our events and for a limited time select people that complete our survey  Link in bio,False,False,None,False
815,815,backwoods_cigars 262,real one,False,False,None,False
816,816,backwoods_cigars 276,we don’t play gamesbut we would for chamonaaaa ,False,False,#BackwoodBaddies  #backwoods,False
817,817,backwoods_cigars 510,Tag a girl that can roll👇👇,False,False,None,False
818,818,backwoods_cigars 538,Caption this👇👇👇 westcoastcure,False,False,None,False
819,819,backwoods_cigars 29,the person that sent you this wants you to come overits cupcaking season,False,False,None,False
820,820,backwoods_cigars 15,sweet aro fans let em know below 👇 ,False,False,#backwoodsparty,False
821,821,backwoods_cigars 114,if we started making bags what packs would you want to see,False,False,None,False
822,822,backwoods_cigars 672,Two is better than one pnbrock ,False,False,#backwoods  #rollup,False
823,823,backwoods_cigars 666,Where to next 📷 lokuntry ,False,False,#smokehousesocial  #artistshowcase  #backwoodscigars,False
824,824,backwoods_cigars 100,cityscape going bananas ,False,False,#backwoodsparty,False
825,825,backwoods_cigars 128,with views,False,False,#backwoods ,False
826,826,backwoods_cigars 470,Rate this roll 110 and why👇👇👇,False,False,None,False
827,827,backwoods_cigars 316,Ran into the Homie smino at our event in Atlanta Pull up on us you never know who you might run into ,False,False,#SmokeHouseSocial  #backwoodsgang  #SHS,False
828,828,backwoods_cigars 302,Throwback Who misses the 8 pack ,False,False,#Backwoods  #BackwoodsOnly,False
829,829,backwoods_cigars 464,Making Memories Happy G Day blackboe1,False,False,None,False
830,830,backwoods_cigars 458,Tag someone and tell them good morning 🌞🌞🌞,False,False,None,False
831,831,backwoods_cigars 459,Pearled 💨💨💨,False,False,None,False
832,832,backwoods_cigars 303,We switched things up last weekend at Levels ‘N stuff in Los Angeles The crowd was electric  unique and that’s what we are all about Wait until you see what we have up our sleeves next ,False,False,#AlwaysTrue   #Backwoods,False
833,833,backwoods_cigars 465,😂😂😂 nelkboys,False,False,None,False
834,834,backwoods_cigars 471,One of our favorite rising stars lilcjkasino,False,False,None,False
835,835,backwoods_cigars 317,Tell us about your first Backwoods experience hoodrichpablojuan  ,False,False,#BackwoodsGang,False
836,836,backwoods_cigars 129,my wallet on low power mode,False,False,None,False
837,837,backwoods_cigars 667,Good morning🌞🌞🌞 ,False,False,#backwoods  #breakfast,False
838,838,backwoods_cigars 101,need to see who’s really bout that life and who’s really 🧢 ,False,False,#backwoods  #backwoodsparty,False
839,839,backwoods_cigars 115,which pack do you think the pearl came from ,False,False,#backwoodsparty,False
840,840,backwoods_cigars 673,How many backwoods will you smoke today👇👇👇 sourmatt  ,False,False,#backwoods  #rollup,False
841,841,backwoods_cigars 14,anyone who has ever said i dont smoke backwoods so i brought these can hold this L,False,False,None,False
842,842,backwoods_cigars 28,which hb is the truthhoney berry or honey bourbon ,False,False,#backwoodsparty,False
843,843,backwoods_cigars 539,What’s your favorite flavor Russian Creme Honey Sweet Original Honey Bourbon Black N Sweet Honey Berry or Dark Stout,False,False,None,False
844,844,backwoods_cigars 277,favorite variant ,False,False,#backwoods,False
845,845,backwoods_cigars 511,👹 Hoodwolf 2 is out now on all platforms hoodrichpablojuan x dannyhoodrich 👟👟👟 envoriginal,False,False,None,False
846,846,backwoods_cigars 505,What city should we hit next👇👇👇,False,False,None,False
847,847,backwoods_cigars 263,real ones know  best comment gets a shirt,False,False,None,False
848,848,backwoods_cigars 288,SURGEON GENERAL WARNING Cigars Are Not A Safe Alternative To Cigarettes  Anything but a lazy Sunday Day 2 ComplexCon wrapping up Like what you’ve seen Check out the feed this week for your chance to swipe some mifland merch  ,False,False,#BackwoodsOnly  #Backwoods  #AlwaysTrue  #ComplexCon  #Streetwear,False
849,849,backwoods_cigars 513,Tag someone that hogs up all the backwoods  westcoastcure ,False,False,#backwoods  #rollup,False
851,851,backwoods_cigars 261,pearl check you think wickedsteph619 did the wood justice,False,False,None,False
852,852,backwoods_cigars 507,Tag someone that rolls up anywhere👇👇👇,False,False,None,False
853,853,backwoods_cigars 249,who you smokin these with ,False,False,#backwoods,False
854,854,backwoods_cigars 16,this tray fye,False,False,None,False
